cell_line,condition,score,type,label
PANC-1,WT3,0.000605654,real,negative
Hela,WT2,0.94628453,real,negative
Hela,KO1,0.070917405,real,negative
PANC-1,WT3,0.058549613,real,negative
PANC-1,WT1,0.06540758,real,negative
Hela,KO1,0.24830967,real,negative
Hela,WT2,0.2409285,real,negative
PANC-1,OE3,0.1953472,real,negative
Hela,KO3,0.99778074,real,positive
Hela,KO3,0.14038812,real,negative
PANC-1,WT2,0.01821709,real,negative
PANC-1,WT1,0.001725912,real,negative
Hela,KO3,0.19649896,real,negative
Hela,KO2,0.20707549,real,negative
PANC-1,WT1,0.021956604,real,negative
Hela,KO3,0.051976345,real,negative
Hela,KO2,0.028597161,real,negative
Hela,WT2,0.5761751,real,negative
Hela,KO3,0.2249635,real,negative
PANC-1,WT2,0.51852405,real,negative
Hela,KO3,0.9825927,real,positive
PANC-1,OE2,0.000246,real,negative
PANC-1,WT1,0.01883181,real,negative
PANC-1,OE3,0.029432923,real,negative
PANC-1,OE1,0.008988499,real,negative
PANC-1,OE3,0.001211514,real,negative
PANC-1,OE2,0.003310446,real,negative
PANC-1,WT2,0.015617992,real,negative
Hela,KO1,0.05197185,real,negative
Hela,KO3,0.3475278,real,negative
Hela,KO3,0.5223203,real,negative
Hela,WT3,0.4231311,real,negative
PANC-1,OE1,0.006504633,real,negative
Hela,KO1,0.046767112,real,negative
PANC-1,OE2,0.14938107,real,negative
Hela,WT1,0.0924722,real,negative
Hela,WT2,0.27495536,real,negative
Hela,WT1,0.003626815,real,negative
Hela,KO2,0.77267784,real,negative
PANC-1,OE2,0.19273804,real,negative
Hela,KO2,0.16059096,real,negative
Hela,WT2,0.43771723,real,negative
Hela,WT3,0.02170893,real,negative
Hela,WT2,0.2439221,real,negative
PANC-1,OE3,0.05958839,real,negative
Hela,WT2,0.29081365,real,negative
PANC-1,WT3,0.001477985,real,negative
Hela,WT2,0.45044598,real,negative
Hela,KO2,0.563731,real,negative
Hela,WT3,0.07248744,real,negative
Hela,KO1,0.059515,real,negative
PANC-1,WT2,0.009536654,real,negative
Hela,WT3,0.11909076,real,negative
Hela,KO1,0.2642279,real,negative
Hela,WT1,0.3265349,real,negative
PANC-1,OE3,0.008361695,real,negative
PANC-1,OE3,0.020387249,real,negative
Hela,KO3,0.037621967,real,negative
Hela,WT2,0.068028525,real,negative
Hela,KO1,0.78773016,real,negative
Hela,KO2,0.0010791,real,negative
PANC-1,OE2,0.084646426,real,negative
Hela,WT1,0.64897996,real,negative
PANC-1,OE1,0.061312344,real,negative
PANC-1,OE3,0.02107601,real,negative
Hela,KO1,0.57203776,real,negative
Hela,KO2,0.11161951,real,negative
PANC-1,OE2,0.213588,real,negative
PANC-1,OE3,0.002702655,real,negative
Hela,WT1,0.029528562,real,negative
Hela,KO1,0.049778603,real,negative
PANC-1,WT1,0.036886346,real,negative
PANC-1,WT3,0.004253987,real,negative
PANC-1,WT3,0.02774989,real,negative
Hela,WT3,0.574193,real,negative
Hela,WT1,0.8992188,real,negative
PANC-1,OE1,0.015663877,real,negative
PANC-1,WT1,0.006419949,real,negative
Hela,KO3,0.44652605,real,negative
Hela,KO3,0.26058373,real,negative
PANC-1,OE1,0.002400445,real,negative
PANC-1,OE1,0.19978744,real,negative
PANC-1,WT1,0.001260634,real,negative
Hela,WT3,0.62850916,real,negative
Hela,WT1,0.5444609,real,negative
PANC-1,OE2,0.002898637,real,negative
Hela,WT2,0.3248793,real,negative
Hela,WT2,0.002781815,real,negative
PANC-1,OE2,0.024094444,real,negative
Hela,KO2,0.08121959,real,negative
PANC-1,OE1,0.00249389,real,negative
Hela,KO3,0.40566468,real,negative
Hela,KO2,0.84776264,real,negative
Hela,WT1,0.65252763,real,negative
Hela,KO2,0.56125176,real,negative
PANC-1,WT1,0.025409136,real,negative
Hela,KO1,0.5313914,real,negative
Hela,WT1,0.069161125,real,negative
Hela,WT3,0.22768803,real,negative
PANC-1,WT2,0.027614735,real,negative
PANC-1,OE1,0.44133267,real,negative
Hela,KO1,0.6973327,real,negative
Hela,KO1,0.21267211,real,negative
Hela,WT3,0.7520117,real,negative
PANC-1,OE2,0.46619093,real,negative
PANC-1,WT2,0.001196353,real,negative
Hela,WT3,0.029138464,real,negative
PANC-1,OE3,0.032481685,real,negative
Hela,WT3,0.04316522,real,negative
PANC-1,OE1,0.13108258,real,negative
Hela,WT3,0.00185447,real,negative
Hela,KO3,0.29129514,real,negative
PANC-1,WT2,0.005063067,real,negative
Hela,KO2,0.022859171,real,negative
Hela,WT2,0.017890247,real,negative
Hela,KO2,0.28425765,real,negative
PANC-1,OE1,0.03472369,real,negative
PANC-1,OE3,0.000638668,real,negative
PANC-1,WT3,0.011412753,real,negative
PANC-1,WT2,0.00721903,real,negative
PANC-1,OE1,0.008886079,real,negative
PANC-1,WT2,0.077208035,real,negative
PANC-1,OE3,0.076126575,real,negative
PANC-1,WT1,0.025443887,real,negative
PANC-1,WT1,0.004184441,real,negative
Hela,WT3,0.112647876,real,negative
PANC-1,WT1,0.017196603,real,negative
Hela,KO3,0.22868733,real,negative
PANC-1,WT3,0.011062595,real,negative
PANC-1,OE3,0.50731736,real,negative
Hela,WT2,0.15566735,real,negative
Hela,KO2,0.016255295,real,negative
Hela,WT3,0.083148636,real,negative
Hela,KO1,0.9956506,real,negative
PANC-1,WT1,0.029355977,real,negative
Hela,KO1,0.87806445,real,negative
Hela,WT1,0.03238729,real,negative
Hela,WT3,0.24007663,real,negative
PANC-1,OE3,0.001853182,real,negative
PANC-1,WT3,0.009724228,real,negative
PANC-1,OE1,0.002240638,real,negative
PANC-1,WT1,0.006551438,real,negative
PANC-1,OE3,0.000990525,real,negative
PANC-1,OE1,0.4635882,real,negative
Hela,WT1,0.13844334,real,negative
PANC-1,OE3,0.024639713,real,negative
PANC-1,WT3,0.035180364,real,negative
PANC-1,OE3,0.007987685,real,negative
PANC-1,OE2,0.02623655,real,negative
PANC-1,WT2,0.008758067,real,negative
PANC-1,WT1,0.02369026,real,negative
PANC-1,WT2,0.083852485,real,negative
Hela,KO3,0.00868193,real,negative
Hela,WT1,0.5614601,real,negative
Hela,WT1,0.9830928,real,negative
PANC-1,WT1,0.5158819,real,negative
Hela,WT1,0.90780985,real,negative
PANC-1,WT2,0.003380879,real,negative
Hela,KO1,0.029774316,real,negative
Hela,WT1,0.05450554,real,negative
PANC-1,WT2,0.030794978,real,negative
PANC-1,OE2,0.03463264,real,negative
PANC-1,OE3,0.010090206,real,negative
Hela,WT3,0.011010217,real,negative
Hela,KO2,0.048945453,real,negative
Hela,WT2,0.703056,real,negative
PANC-1,OE3,0.006371303,real,negative
Hela,WT2,0.35307693,real,negative
Hela,KO3,0.41460165,real,negative
Hela,KO1,0.005628925,real,negative
Hela,WT2,0.04713313,real,negative
PANC-1,OE3,0.000129871,real,negative
PANC-1,OE2,0.002273606,real,negative
Hela,WT1,0.3187256,real,negative
PANC-1,OE3,0.116441436,real,negative
PANC-1,OE3,0.78654164,real,negative
PANC-1,WT1,0.021322867,real,negative
PANC-1,WT2,0.009150161,real,negative
Hela,WT2,0.13316695,real,negative
Hela,KO3,0.6994328,real,negative
Hela,KO2,0.005247959,real,negative
Hela,WT1,0.029776476,real,negative
Hela,KO3,0.42287183,real,negative
PANC-1,OE3,0.7866015,real,negative
PANC-1,WT2,0.005806739,real,negative
Hela,WT1,0.110103644,real,negative
Hela,WT1,0.46133167,real,negative
PANC-1,OE1,0.007749953,real,negative
Hela,KO2,0.057215124,real,negative
PANC-1,OE1,0.10582912,real,negative
PANC-1,WT2,0.17052299,real,negative
PANC-1,WT2,0.079367355,real,negative
PANC-1,OE1,0.007442107,real,negative
Hela,KO3,0.111425415,real,negative
PANC-1,WT2,0.010653642,real,negative
Hela,WT2,0.082429074,real,negative
PANC-1,WT2,0.14567219,real,negative
PANC-1,WT3,0.28635815,real,negative
PANC-1,WT1,0.077129014,real,negative
Hela,KO1,0.5069311,real,negative
PANC-1,OE3,0.003491075,real,negative
PANC-1,OE1,0.081061386,real,negative
Hela,KO2,0.009725049,real,negative
PANC-1,OE2,0.056772202,real,negative
PANC-1,OE1,0.013188764,real,negative
Hela,WT2,0.9756378,real,negative
PANC-1,WT1,0.111514695,real,negative
PANC-1,OE2,0.003177052,real,negative
PANC-1,OE2,0.007358504,real,negative
Hela,WT1,0.13194399,real,negative
PANC-1,OE2,0.016543245,real,negative
Hela,WT3,0.001925165,real,negative
Hela,WT3,0.671879,real,negative
Hela,KO3,0.09887682,real,negative
PANC-1,WT1,0.027249675,real,negative
PANC-1,WT2,0.002515518,real,negative
PANC-1,OE2,0.07516531,real,negative
PANC-1,OE1,0.006605808,real,negative
Hela,WT1,0.16088262,real,negative
PANC-1,OE2,0.10414862,real,negative
Hela,KO2,0.035212442,real,negative
PANC-1,OE1,0.0610157,real,negative
PANC-1,OE2,0.009520331,real,negative
Hela,WT1,0.08638297,real,negative
PANC-1,WT3,0.011975583,real,negative
Hela,KO2,0.22457395,real,negative
PANC-1,WT1,0.061481554,real,negative
Hela,WT3,0.020159543,real,negative
PANC-1,OE2,0.8150626,real,negative
Hela,KO3,0.049117036,real,negative
Hela,WT3,0.004560002,real,negative
Hela,WT1,0.16326772,real,negative
PANC-1,WT1,0.031208534,real,negative
Hela,KO2,0.5429958,real,negative
PANC-1,OE3,0.002443307,real,negative
PANC-1,WT2,0.012216675,real,negative
PANC-1,OE2,0.17923649,real,negative
PANC-1,OE1,0.105808534,real,negative
Hela,WT3,0.2820341,real,negative
Hela,WT1,0.4963668,real,negative
PANC-1,WT2,0.88378155,real,negative
Hela,KO2,0.004746824,real,negative
Hela,KO2,0.3113517,real,negative
PANC-1,OE1,0.010204362,real,negative
PANC-1,WT1,0.048185594,real,negative
Hela,WT2,0.23915973,real,negative
PANC-1,OE1,0.002856724,real,negative
PANC-1,WT2,0.06099978,real,negative
Hela,WT1,0.87570834,real,negative
PANC-1,OE2,0.007883589,real,negative
Hela,KO1,0.3003142,real,negative
Hela,KO3,0.8371274,real,negative
Hela,WT1,0.06529574,real,negative
PANC-1,WT2,0.00147183,real,negative
Hela,WT3,0.07750014,real,negative
PANC-1,OE1,0.011509554,real,negative
PANC-1,OE3,0.005249374,real,negative
Hela,WT3,0.333115,real,negative
PANC-1,WT1,0.046353646,real,negative
Hela,WT3,0.9944106,real,positive
Hela,KO3,0.027306015,real,negative
PANC-1,OE1,0.017055547,real,negative
PANC-1,OE3,0.054726925,real,negative
PANC-1,OE2,0.16220894,real,negative
Hela,KO1,0.6996861,real,negative
PANC-1,WT1,0.001884982,real,negative
Hela,KO1,0.5293165,real,negative
Hela,KO2,0.7928064,real,negative
PANC-1,OE2,0.030212805,real,negative
Hela,WT1,0.15715685,real,negative
Hela,KO2,0.8846232,real,negative
PANC-1,WT2,0.46353677,real,negative
Hela,WT2,0.5035648,real,negative
PANC-1,OE1,0.42629954,real,negative
PANC-1,WT1,0.32059154,real,negative
Hela,KO3,0.008275009,real,negative
PANC-1,WT3,0.08274348,real,negative
Hela,KO3,0.23936561,real,negative
PANC-1,OE1,0.004521657,real,negative
Hela,WT2,0.2986264,real,negative
PANC-1,WT1,0.33850846,real,negative
Hela,KO1,0.005879393,real,negative
Hela,KO1,0.40151745,real,negative
Hela,WT2,0.9415838,real,negative
PANC-1,WT2,0.001863754,real,negative
Hela,WT3,0.4383995,real,negative
Hela,WT1,0.9125439,real,negative
PANC-1,WT1,0.025375368,real,negative
PANC-1,WT2,0.03350358,real,negative
Hela,WT3,0.09860003,real,negative
PANC-1,OE2,0.094878756,real,negative
Hela,WT3,0.00820837,real,negative
Hela,KO3,0.38459003,real,negative
Hela,KO3,0.06002295,real,negative
Hela,WT2,0.47749445,real,negative
PANC-1,OE2,0.08799953,real,negative
PANC-1,OE3,0.10310309,real,negative
Hela,KO2,0.039984997,real,negative
Hela,WT1,0.6118992,real,negative
PANC-1,WT2,0.09876581,real,negative
Hela,WT3,0.06745845,real,negative
PANC-1,WT2,0.001123985,real,negative
Hela,WT2,0.3330541,real,negative
Hela,WT3,0.92677104,real,negative
PANC-1,WT1,0.000384445,real,negative
PANC-1,WT1,0.034055583,real,negative
Hela,WT2,0.57755655,real,negative
PANC-1,WT3,0.3149562,real,negative
Hela,WT3,0.4320586,real,negative
PANC-1,OE1,0.08826508,real,negative
Hela,KO3,0.5482729,real,negative
Hela,KO1,0.15084969,real,negative
PANC-1,OE2,0.42234161,real,negative
PANC-1,WT2,0.000680714,real,negative
Hela,KO2,0.035638593,real,negative
PANC-1,OE2,0.007677277,real,negative
Hela,KO2,0.091326535,real,negative
Hela,KO3,0.044946916,real,negative
PANC-1,OE2,0.011358999,real,negative
Hela,WT1,0.26443556,real,negative
Hela,KO2,0.6429815,real,negative
Hela,KO3,0.5230031,real,negative
Hela,KO2,0.14482407,real,negative
Hela,KO1,0.46255985,real,negative
PANC-1,WT3,0.02463938,real,negative
PANC-1,OE1,0.006005127,real,negative
PANC-1,OE1,0.066457115,real,negative
PANC-1,WT3,0.026965,real,negative
Hela,KO1,0.01189895,real,negative
PANC-1,OE1,0.004873678,real,negative
PANC-1,WT1,0.044516,real,negative
PANC-1,OE2,0.003235771,real,negative
Hela,KO1,0.3795117,real,negative
PANC-1,WT2,0.004341916,real,negative
Hela,KO1,0.93940896,real,positive
Hela,WT2,0.099659055,real,negative
Hela,KO1,0.089653425,real,negative
PANC-1,OE2,0.009371871,real,negative
Hela,WT1,0.057834435,real,negative
PANC-1,WT2,0.035305355,real,negative
Hela,WT1,0.34589562,real,negative
PANC-1,WT1,0.018395672,real,negative
Hela,KO2,0.33440447,real,negative
Hela,WT3,0.01594006,real,negative
PANC-1,OE3,0.001076512,real,negative
PANC-1,WT2,0.030116502,real,negative
Hela,KO1,0.008605668,real,negative
Hela,KO3,0.019416306,real,negative
PANC-1,WT1,0.05403958,real,negative
PANC-1,WT3,0.006845525,real,negative
PANC-1,WT1,0.09542519,real,negative
Hela,KO2,0.034122538,real,negative
Hela,KO3,0.12030197,real,negative
PANC-1,OE1,0.019925069,real,negative
Hela,WT3,0.9691543,real,positive
Hela,WT1,0.73216134,real,negative
PANC-1,WT3,0.001719243,real,negative
Hela,WT1,0.5565508,real,negative
PANC-1,WT3,0.005010957,real,negative
Hela,WT3,0.51469934,real,negative
PANC-1,OE2,0.002722366,real,negative
Hela,WT1,0.30204505,real,negative
Hela,KO1,0.5791229,real,negative
Hela,KO1,0.998376,real,negative
PANC-1,WT3,0.007609797,real,negative
Hela,KO2,0.16132127,real,negative
PANC-1,WT2,0.022468125,real,negative
Hela,KO3,0.8122716,real,negative
PANC-1,WT1,0.041230507,real,negative
Hela,WT1,0.018433461,real,negative
Hela,WT2,0.02374426,real,negative
PANC-1,WT1,0.006343441,real,negative
PANC-1,WT3,0.013765483,real,negative
Hela,KO2,0.044197567,real,negative
Hela,KO2,0.24979721,real,negative
PANC-1,WT3,0.016781218,real,negative
PANC-1,WT1,0.93583316,real,negative
Hela,WT1,0.21863578,real,negative
Hela,KO1,0.27938288,real,negative
Hela,WT3,0.359868,real,negative
PANC-1,OE3,0.000420035,real,negative
Hela,WT2,0.30880603,real,negative
PANC-1,WT2,0.010555662,real,negative
PANC-1,OE1,0.014691315,real,negative
PANC-1,OE1,0.000480433,real,negative
PANC-1,OE3,0.010204064,real,negative
Hela,WT1,0.20622578,real,negative
Hela,KO1,0.18209623,real,negative
Hela,KO2,0.13265246,real,negative
PANC-1,WT1,0.006182173,real,negative
Hela,WT3,0.3968388,real,negative
PANC-1,OE2,0.075617515,real,negative
Hela,WT2,0.6939106,real,negative
PANC-1,WT1,0.01483438,real,negative
Hela,WT1,0.8635041,real,negative
PANC-1,WT1,0.29422665,real,negative
PANC-1,OE2,0.11446704,real,negative
Hela,KO2,0.376027,real,negative
Hela,WT1,0.6422028,real,negative
Hela,KO1,0.010237928,real,negative
Hela,WT3,0.4564891,real,negative
Hela,KO2,0.04005644,real,negative
PANC-1,OE1,0.039062098,real,negative
PANC-1,OE1,0.000500384,real,negative
PANC-1,OE1,0.07807195,real,negative
Hela,KO1,0.14748657,real,negative
Hela,KO3,0.4158002,real,negative
PANC-1,OE2,0.004957983,real,negative
PANC-1,WT2,0.14785701,real,negative
Hela,KO1,0.052178256,real,negative
Hela,WT3,0.022059504,real,negative
PANC-1,OE2,0.37853253,real,negative
Hela,WT3,0.056770142,real,negative
PANC-1,OE2,0.114233196,real,negative
Hela,WT2,0.09646617,real,negative
Hela,WT2,0.26806086,real,negative
PANC-1,OE1,0.038465846,real,negative
Hela,WT1,0.9761253,real,negative
Hela,WT2,0.9692478,real,negative
PANC-1,WT3,0.007003063,real,negative
Hela,KO3,0.44986227,real,negative
PANC-1,WT3,0.08284337,real,negative
PANC-1,OE3,0.002954273,real,negative
PANC-1,WT1,0.000319799,real,negative
PANC-1,WT1,0.11166082,real,negative
Hela,KO3,0.59591043,real,negative
PANC-1,OE2,0.60605365,real,negative
Hela,WT1,0.3112528,real,negative
PANC-1,WT2,0.014423979,real,negative
PANC-1,WT1,0.1213959,real,negative
PANC-1,WT1,0.00280825,real,negative
PANC-1,OE2,0.120122105,real,negative
PANC-1,WT3,0.04960511,real,negative
Hela,WT2,0.17537247,real,negative
Hela,WT3,0.90247947,real,negative
Hela,WT3,0.40854126,real,negative
Hela,WT2,0.9003847,real,negative
Hela,KO3,0.42809314,real,negative
Hela,KO1,0.07629844,real,negative
Hela,KO2,0.111719765,real,negative
PANC-1,OE3,0.001317792,real,negative
PANC-1,OE3,0.038471613,real,negative
PANC-1,WT1,0.8640669,real,negative
PANC-1,WT2,0.00077479,real,negative
Hela,KO2,0.13047855,real,negative
Hela,KO2,0.5787492,real,negative
PANC-1,WT1,0.427463,real,negative
PANC-1,OE1,0.03230851,real,negative
PANC-1,OE1,0.007726594,real,negative
Hela,KO2,0.25618133,real,negative
Hela,WT3,0.08262208,real,negative
PANC-1,WT2,0.005210579,real,negative
PANC-1,OE3,0.004860073,real,negative
PANC-1,OE2,0.1012237,real,negative
PANC-1,OE1,0.005354721,real,negative
Hela,WT1,0.6409893,real,negative
Hela,KO3,0.09689815,real,negative
Hela,KO1,0.013042428,real,negative
PANC-1,WT2,0.011084526,real,negative
Hela,KO2,0.2537439,real,negative
PANC-1,WT3,0.029529184,real,negative
PANC-1,OE2,0.019562507,real,negative
PANC-1,OE2,0.19438478,real,negative
Hela,KO3,0.3095614,real,negative
PANC-1,WT2,0.02887856,real,negative
Hela,KO3,0.08075953,real,negative
Hela,WT3,0.58999264,real,negative
Hela,KO3,0.5891113,real,negative
PANC-1,WT1,0.007119524,real,negative
PANC-1,OE3,0.003482149,real,negative
Hela,KO3,0.050282303,real,negative
Hela,KO2,0.011156584,real,negative
PANC-1,OE3,0.31688336,real,negative
PANC-1,OE1,0.060094647,real,negative
PANC-1,WT1,0.004113651,real,negative
PANC-1,OE2,0.14630076,real,negative
PANC-1,WT2,0.13388923,real,negative
PANC-1,OE1,0.022241153,real,negative
PANC-1,WT2,0.011002752,real,negative
Hela,WT2,0.004574635,real,negative
PANC-1,WT3,0.008379478,real,negative
PANC-1,OE2,0.016053256,real,negative
PANC-1,WT3,0.006377325,real,negative
Hela,WT2,0.027253013,real,negative
PANC-1,OE3,0.08808213,real,negative
Hela,KO1,0.49819043,real,negative
Hela,WT2,0.46402895,real,negative
PANC-1,OE3,0.46121806,real,negative
PANC-1,WT1,0.53235936,real,negative
Hela,KO3,0.003754031,real,negative
PANC-1,OE3,0.008641959,real,negative
Hela,KO2,0.47299677,real,negative
PANC-1,WT3,0.002466202,real,negative
PANC-1,WT3,0.003489111,real,negative
Hela,WT1,0.19067894,real,negative
PANC-1,OE3,0.002098598,real,negative
Hela,WT2,0.003309895,real,negative
PANC-1,WT3,0.080896854,real,negative
PANC-1,WT1,0.011961792,real,negative
Hela,WT3,0.65531206,real,negative
Hela,KO2,0.021578487,real,negative
Hela,WT1,0.87907976,real,negative
Hela,WT1,0.9321802,real,negative
Hela,KO1,0.07366813,real,negative
PANC-1,OE2,0.001556448,real,negative
Hela,KO1,0.95644206,real,negative
PANC-1,OE1,0.004248807,real,negative
Hela,WT2,0.03452679,real,negative
Hela,WT1,0.006173367,real,negative
PANC-1,OE3,0.001742918,real,negative
Hela,WT1,0.08858049,real,negative
Hela,WT2,0.07117321,real,negative
PANC-1,WT3,0.004846014,real,negative
Hela,WT1,0.90890443,real,negative
PANC-1,OE2,0.31066227,real,negative
PANC-1,OE2,0.09344763,real,negative
PANC-1,OE2,0.1478164,real,negative
PANC-1,OE1,0.001412628,real,negative
Hela,KO3,0.018541005,real,negative
Hela,WT2,0.094452396,real,negative
PANC-1,OE3,0.32690752,real,negative
Hela,KO2,0.069299735,real,negative
Hela,WT2,0.11861474,real,negative
Hela,WT1,0.021265734,real,negative
Hela,KO2,0.053732775,real,negative
Hela,WT1,0.60846114,real,negative
PANC-1,WT1,0.000524937,real,negative
Hela,WT2,0.5151179,real,negative
Hela,KO3,0.45311296,real,negative
Hela,KO1,0.031036695,real,negative
Hela,WT3,0.8749059,real,negative
PANC-1,OE2,0.003694503,real,negative
PANC-1,OE3,0.056283917,real,negative
Hela,KO2,0.53283846,real,negative
PANC-1,WT2,0.41448295,real,negative
PANC-1,OE2,0.014344356,real,negative
PANC-1,OE3,0.0038997,real,negative
PANC-1,OE1,0.14150208,real,negative
Hela,KO1,0.058336157,real,negative
Hela,WT1,0.07455125,real,negative
Hela,KO2,0.05171084,real,negative
Hela,KO3,0.7358647,real,negative
Hela,KO2,0.14014214,real,negative
PANC-1,OE3,0.23658125,real,negative
